图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-n预测正确,parasitized-预测置信度,uninfected-预测置信度
D:\dataset\sr\val\uninfected\C177P138NThinF_IMG_20151201_143704_cell_6_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.22798921167850494,0.7720107436180115
D:\dataset\sr\val\uninfected\C177P138NThinF_IMG_20151201_143704_cell_72_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.9541800618171692,0.045819930732250214
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_151903_cell_31_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.8418347239494324,0.15816524624824524
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_153246_cell_127_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.10606607049703598,0.8939339518547058
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_153246_cell_141_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.14427873492240906,0.8557212352752686
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_153846_cell_101_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3153725862503052,0.6846274137496948
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_154025_cell_69_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.12258899211883545,0.8774110078811646
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_154337_cell_91_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3499653935432434,0.6500346064567566
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_154524_cell_154_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.14522112905979156,0.8547788262367249
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_154524_cell_40_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2949952185153961,0.7050048112869263
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_154735_cell_89_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3350869119167328,0.6649131178855896
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_154735_cell_92_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.13879798352718353,0.8612020015716553
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_155012_cell_143_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.7223680019378662,0.2776320278644562
D:\dataset\sr\val\uninfected\C178P139NThinF_IMG_20151201_155012_cell_20_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03946952521800995,0.9605305194854736
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153420_cell_127_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0649719312787056,0.935028076171875
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153436_cell_115_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1513606160879135,0.8486393094062805
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153436_cell_140_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3959791660308838,0.6040208339691162
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153453_cell_141_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.13033397495746613,0.8696660399436951
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153521_cell_103_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.25500059127807617,0.744999349117279
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153521_cell_155_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.139027401804924,0.8609726428985596
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153521_cell_85_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0756852775812149,0.9243147373199463
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153819_cell_43_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17014022171497345,0.8298597931861877
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153852_cell_101_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.146669402718544,0.853330671787262
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153852_cell_123_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.25678378343582153,0.7432161569595337
D:\dataset\sr\val\uninfected\C179P140ThinF_IMG_20151127_153852_cell_86_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.52259361743927,0.47740641236305237
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163702_cell_77_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17078179121017456,0.8292182087898254
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163702_cell_91_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07101476192474365,0.9289852976799011
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163751_cell_134_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.15666601061820984,0.8433340191841125
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163751_cell_5_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04617508873343468,0.9538249373435974
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163751_cell_62_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06584169715642929,0.9341583251953125
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163751_cell_63_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.14748671650886536,0.852513313293457
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163751_cell_82_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1431761384010315,0.8568238615989685
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163848_cell_27_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1336321383714676,0.8663678765296936
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163848_cell_38_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.28220340609550476,0.7177965641021729
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_163848_cell_73_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.300896555185318,0.6991034746170044
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_164714_cell_101_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.062080416828393936,0.937919557094574
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_164714_cell_123_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.13227584958076477,0.8677241802215576
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_164714_cell_131_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.21689696609973907,0.7831029891967773
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_164714_cell_139_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2044324427843094,0.795567512512207
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_164714_cell_19_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.14465250074863434,0.8553474545478821
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_164714_cell_52_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.24193958938121796,0.7580604553222656
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_165423_cell_67_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.19839006662368774,0.8016099333763123
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_165423_cell_79_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.11778991669416428,0.8822101354598999
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_165528_cell_26_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.16439054906368256,0.8356094360351562
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_165528_cell_96_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.09927095472812653,0.9007290005683899
D:\dataset\sr\val\uninfected\C180P141NThinF_IMG_20151201_165601_cell_115_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.237803116440773,0.7621968984603882
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_155722_cell_107_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3608323633670807,0.6391676664352417
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_155914_cell_37_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.217044398188591,0.7829555869102478
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_155914_cell_45_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.38252103328704834,0.6174790263175964
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160434_cell_103_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.203583225607872,0.7964168190956116
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160434_cell_39_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.18775762617588043,0.812242329120636
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160434_cell_97_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.200086772441864,0.7999131679534912
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160514_cell_157_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2026815563440323,0.7973184585571289
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160539_cell_120_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07002487778663635,0.9299750924110413
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160539_cell_155_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1163797602057457,0.8836202025413513
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160616_cell_129_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.11240965127944946,0.8875904083251953
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160616_cell_88_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.6805785298347473,0.3194214999675751
D:\dataset\sr\val\uninfected\C181P142ThinF_IMG_20151127_160650_cell_43_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1198052167892456,0.8801947236061096
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171836_cell_38_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3188268542289734,0.6811731457710266
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171836_cell_62_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.620150089263916,0.37984994053840637
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171836_cell_97_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3812367916107178,0.6187632083892822
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171905_cell_117_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.16659729182720184,0.833402693271637
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171905_cell_44_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.16438418626785278,0.835615873336792
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171905_cell_4_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.34594452381134033,0.6540554761886597
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171905_cell_64_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2921736538410187,0.7078263759613037
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_171950_cell_35_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1734352707862854,0.8265647292137146
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_172057_cell_67_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17358389496803284,0.8264161348342896
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_172257_cell_56_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.366682231426239,0.633317768573761
D:\dataset\sr\val\uninfected\C182P143NThinF_IMG_20151201_172524_cell_85_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08110835403203964,0.9188916683197021
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_222119_cell_54_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.02895120531320572,0.9710487723350525
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_222119_cell_82_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0030876174569129944,0.9969123601913452
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_222917_cell_25_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.30849817395210266,0.691501796245575
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_222917_cell_84_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.13390307128429413,0.8660969734191895
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223208_cell_50_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0797521248459816,0.9202479124069214
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223431_cell_2_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3073901832103729,0.6926098465919495
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223431_cell_41_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.40201058983802795,0.5979894399642944
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223431_cell_63_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2282189130783081,0.7717810869216919
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223431_cell_96_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.30804726481437683,0.6919527053833008
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223758_cell_59_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2193322777748108,0.7806677222251892
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_223758_cell_83_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.10750196874141693,0.8924980759620667
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_224458_cell_15_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2998170852661133,0.7001829147338867
D:\dataset\sr\val\uninfected\C183P144NThinF_IMG_20151201_224458_cell_44_RCAN_BIX4-official.png,1,uninfected,0,parasitized,1,uninfected,True,0.6418736577033997,0.3581264019012451
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102405_cell_137_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.15659533441066742,0.8434046506881714
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102405_cell_44_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.026518139988183975,0.9734818339347839
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102405_cell_5_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07599109411239624,0.924008846282959
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102543_cell_25_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1005450114607811,0.8994550108909607
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102543_cell_4_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.042297232896089554,0.9577028155326843
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102543_cell_5_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.15665505826473236,0.8433449268341064
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_102543_cell_87_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.4328121542930603,0.5671878457069397
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_103326_cell_41_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.09517689794301987,0.9048231244087219
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_103637_cell_28_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05046875774860382,0.9495312571525574
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_103824_cell_49_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.24959640204906464,0.7504035830497742
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_104153_cell_40_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.24036958813667297,0.7596304416656494
D:\dataset\sr\val\uninfected\C184P145ThinF_IMG_20151203_104153_cell_55_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03502266854047775,0.9649773836135864
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110344_cell_201_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.019145095720887184,0.9808549284934998
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110344_cell_44_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06058629974722862,0.9394136667251587
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110344_cell_89_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.01142036821693182,0.9885795712471008
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110448_cell_191_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.026844430714845657,0.9731556177139282
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110448_cell_243_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03236521780490875,0.9676347970962524
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110817_cell_160_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.03028203919529915,0.9697179198265076
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110817_cell_212_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0321379192173481,0.9678621292114258
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_110933_cell_21_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.024919746443629265,0.9750803112983704
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_111121_cell_135_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.09298711270093918,0.9070128202438354
D:\dataset\sr\val\uninfected\C185P146ThinF_IMG_20151203_111121_cell_44_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06614536792039871,0.9338546395301819
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150132_cell_157_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0589478574693203,0.9410520792007446
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150132_cell_42_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17642885446548462,0.8235712051391602
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150222_cell_45_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07404755800962448,0.9259524345397949
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150222_cell_82_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.11474131047725677,0.8852587342262268
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150408_cell_158_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.04765251278877258,0.952347457408905
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150408_cell_68_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08250453323125839,0.9174954891204834
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150557_cell_141_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.18864458799362183,0.811355471611023
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150557_cell_78_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.01588772051036358,0.9841123223304749
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150808_cell_108_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.4854587912559509,0.5145412087440491
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150808_cell_62_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08783090859651566,0.9121690988540649
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150808_cell_66_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.14209751784801483,0.857902467250824
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150859_cell_134_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.0799335464835167,0.9200664162635803
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150859_cell_51_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.031314536929130554,0.968685507774353
D:\dataset\sr\val\uninfected\C186P147NThinF_IMG_20151203_150859_cell_54_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.25959745049476624,0.7404025793075562
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_152841_cell_135_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.3063119351863861,0.6936880350112915
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_152841_cell_145_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.4154512584209442,0.5845487713813782
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_153036_cell_56_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.05632046237587929,0.9436795115470886
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_153410_cell_104_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06756685674190521,0.9324331879615784
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_153410_cell_23_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.08171290904283524,0.9182870984077454
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_153410_cell_29_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.11714190244674683,0.8828580975532532
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_153410_cell_60_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.2639576196670532,0.7360423803329468
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_153410_cell_86_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.24334605038166046,0.7566539645195007
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_154200_cell_40_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.24156245589256287,0.7584375739097595
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_154503_cell_111_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06589067727327347,0.9341093301773071
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_154503_cell_40_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.39702314138412476,0.6029768586158752
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_154503_cell_42_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.19030968844890594,0.8096903562545776
D:\dataset\sr\val\uninfected\C187P148NThinF_IMG_20151203_154503_cell_68_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.37043216824531555,0.6295678019523621
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134209_cell_39_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.263430655002594,0.736569344997406
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134229_cell_141_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.031628597527742386,0.9683713912963867
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134229_cell_16_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.040791384875774384,0.9592085480690002
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134229_cell_187_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.23088619112968445,0.7691137790679932
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134229_cell_2_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.041804153472185135,0.9581958651542664
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134229_cell_44_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.11139050871133804,0.8886095285415649
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134319_cell_146_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.11879029870033264,0.8812097311019897
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134319_cell_174_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.30119773745536804,0.6988022327423096
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134319_cell_53_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.07536277174949646,0.9246371984481812
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134419_cell_110_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.06703975796699524,0.9329602122306824
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134449_cell_134_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.17825107276439667,0.8217489719390869
D:\dataset\sr\val\uninfected\C188P149ThinF_IMG_20151203_134449_cell_21_RCAN_BIX4-official.png,1,uninfected,1,uninfected,0,parasitized,True,0.1085481271147728,0.891451895236969
